ID,Statistical weight (single-year data files),Age of youngest household child < 18,Age,Sex,Educational attainment,Race,Hispanic origin,Metropolitan status,Labor force status,Multiple job status,Full time or part time status,School Enrollment,School Level,Presence of spouse,Spouse¡¯s employment status,Weekly earnings,Number of children < 18 living in the household,Spouse¡¯s full time or part time employment status,Usual weekly hours of work (total),Day of week,Holiday
2.01701E+13,1.05E+07,8,54,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",7,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,288461,1,Blank,40,Friday,Diary day was not a holiday
2.01701E+13,1.14E+07,-1,52,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,14000,0,Full time,20,Tuesday,Diary day was not a holiday
2.01701E+13,9270644,-1,58,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,8075358,-1,35,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,211538,0,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,3175482,10,43,Female,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,2,Full time,43,Saturday,Diary day was not a holiday
2.01701E+13,1.14E+07,17,17,Female,10th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4332490,-1,59,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,6582645,-1,61,Female,9th grade,2,Non-Hispanic,Not identified,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4.48E+07,-1,27,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,69230,0,Blank,48,Friday,Diary day was not a holiday
2.01701E+13,1.36E+07,-1,53,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,-1,0,Full time,50,Sunday,Diary day was not a holiday
2.01701E+13,2743008,10,54,Male,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,64500,1,Blank,-4,Friday,Diary day was not a holiday
2.01701E+13,1597934,-1,40,Female,Associate degree - occupational/vocational,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,140000,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,7023797,-1,33,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Unmarried partner present,Employed,108000,0,Full time,30,Saturday,Diary day was not a holiday
2.01701E+13,1228197,-1,70,Female,7th or 8th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,2359392,2,63,Female,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,4,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,7699097,0,31,Male,Associate degree - academic program,8,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,230769,1,Full time,55,Friday,Diary day was not a holiday
2.01701E+13,1.66E+07,3,31,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,64000,2,Blank,40,Thursday,Diary day was not a holiday
2.01701E+13,1.08E+07,0,31,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,150000,3,Part time,-4,Friday,Diary day was not a holiday
2.01701E+13,2206948,14,51,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,44000,2,Blank,42,Monday,Diary day was not a holiday
2.01701E+13,3335985,13,58,Male,11th grade,1,Hispanic,Non-metropolitan,Unemployed - on layoff,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,6127643,10,15,Male,9th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1402149,-1,68,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,153000,0,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,7274479,-1,25,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,60576,0,Blank,40,Tuesday,Diary day was not a holiday
2.01701E+13,3710037,14,41,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,138461,1,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,2.26E+07,-1,61,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,56000,0,Part time,40,Tuesday,Diary day was not a holiday
2.01701E+13,6922219,-1,49,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - absent,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,278846,0,Blank,-4,Saturday,Diary day was not a holiday
2.01701E+13,1.5E+07,-1,62,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,96153,0,Blank,50,Monday,Diary day was not a holiday
2.01701E+13,1.22E+07,-1,26,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,65000,0,Full time,40,Tuesday,Diary day was not a holiday
2.01701E+13,6567959,-1,78,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.99E+07,12,48,Male,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,92307,2,Full time,60,Tuesday,Diary day was not a holiday
2.01701E+13,1.34E+07,1,45,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,56000,1,Blank,40,Thursday,Diary day was not a holiday
2.01701E+13,5493019,3,38,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,3,Part time,50,Thursday,Diary day was not a holiday
2.01701E+13,3489006,3,38,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288400,1,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,7115434,-1,44,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,230769,0,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,8718244,5,40,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,100000,2,Full time,50,Wednesday,Diary day was not a holiday
2.01701E+13,2555809,4,45,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Yes,College or university,Spouse present,Employed,-1,3,Full time,78,Sunday,Diary day was not a holiday
2.01701E+13,4.38E+07,11,15,Male,12th grade - no diploma,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,4,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,4868905,9,61,Male,"Doctoral degree (PhD, EdD, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,288461,2,Full time,45,Monday,Diary day was not a holiday
2.01701E+13,1980773,6,47,Male,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,-1,2,Full time,70,Saturday,Diary day was not a holiday
2.01701E+13,2257729,-1,57,Male,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,288461,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,3545754,0,45,Male,Associate degree - occupational/vocational,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,72000,2,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,3782517,-1,37,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6.59E+07,-1,80,Female,High school graduate - diploma or equivalent (GED),4,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,1.09E+07,10,38,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,25000,2,Blank,-4,Wednesday,Diary day was not a holiday
2.01701E+13,8.98E+07,-1,20,Female,7th or 8th grade,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,14490,0,Blank,15,Thursday,Diary day was not a holiday
2.01701E+13,3508469,-1,35,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,239583,0,Blank,80,Saturday,Diary day was not a holiday
2.01701E+13,3646070,7,37,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,69230,1,Full time,-4,Sunday,Diary day was not a holiday
2.01701E+13,3374960,0,31,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Unmarried partner present,Employed,60000,1,Full time,24,Saturday,Diary day was not a holiday
2.01701E+13,4670874,-1,55,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,57000,0,Blank,38,Monday,Diary day was not a holiday
2.01701E+13,4296069,-1,21,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,0,Full time,-1,Sunday,Diary day was not a holiday
2.01701E+13,7762779,7,39,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,125000,2,Full time,55,Thursday,Diary day was not a holiday
2.01701E+13,1.25E+07,-1,57,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,5213591,3,50,Female,7th or 8th grade,1,Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,27000,3,Blank,30,Saturday,Diary day was not a holiday
2.01701E+13,2796291,2,42,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,4,Full time,-1,Sunday,Diary day was not a holiday
2.01701E+13,6884220,16,48,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,90384,1,Full time,45,Saturday,Diary day was not a holiday
2.01701E+13,6077556,0,33,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,4,Full time,-1,Tuesday,Diary day was not a holiday
2.01701E+13,5887975,4,34,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,46153,3,Full time,40,Thursday,Diary day was not a holiday
2.01701E+13,4647286,-1,65,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6273537,15,50,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,128000,1,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,2305980,-1,55,Male,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,60,Saturday,Diary day was not a holiday
2.01701E+13,1.44E+07,-1,54,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,115384,0,Full time,45,Wednesday,Diary day was not a holiday
2.01701E+13,3775479,-1,19,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Yes,College or university,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4622143,13,46,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,203846,2,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,3104397,7,31,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - absent,No,Full time,No,Blank,Spouse present,Employed,96153,1,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,1736972,-1,59,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,1.04E+07,15,15,Female,10th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,3686604,0,42,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,-1,3,Blank,55,Saturday,Diary day was not a holiday
2.01701E+13,4063426,13,58,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,-1,1,Full time,65,Saturday,Diary day was not a holiday
2.01701E+13,3503683,-1,47,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,45000,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,7405251,11,44,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,1,Hours vary,40,Friday,Diary day was not a holiday
2.01701E+13,2089962,-1,66,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.12E+07,-1,71,Female,10th grade,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,7587022,8,16,Male,11th grade,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Yes,High school,No spouse or unmarried partner present,Blank,13300,3,Blank,2,Saturday,Diary day was not a holiday
2.01701E+13,3778261,-1,52,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,26923,0,Full time,30,Saturday,Diary day was not a holiday
2.01701E+13,5862567,5,66,Female,9th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,5,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,1.59E+07,-1,60,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,-1,0,Full time,40,Tuesday,Diary day was not a holiday
2.01701E+13,952280.1,11,50,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,55280,1,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,2327560,-1,49,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,55,Saturday,Diary day was not a holiday
2.01701E+13,3035931,4,52,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,4,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,4209697,11,44,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,68000,2,Hours vary,37,Sunday,Diary day was not a holiday
2.01701E+13,1.46E+07,-1,77,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,1.06E+07,16,51,Female,"Professional school degree (MD, DDS, DVM, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,82000,1,Full time,-4,Monday,Diary day was not a holiday
2.01701E+13,1388475,-1,72,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4653710,5,46,Female,10th grade,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,50000,2,Blank,45,Friday,Diary day was not a holiday
2.01701E+13,3323897,-1,85,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,5073168,3,31,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,126000,1,Blank,36,Thursday,Diary day was not a holiday
2.01701E+13,3.14E+07,-1,75,Male,9th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,1183616,-1,71,Male,7th or 8th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4849223,-1,44,Male,5th or 6th grade,2,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,35000,0,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,5085696,-1,63,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1867091,-1,55,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,2658781,16,55,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,1,Blank,25,Friday,Diary day was not a holiday
2.01701E+13,1.23E+07,-1,62,Male,7th or 8th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,1659445,-1,59,Female,Associate degree - academic program,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.04E+07,-1,75,Male,Less than 1st grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,8323758,-1,46,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,34000,0,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,1398386,-1,67,Male,Associate degree - academic program,2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,49720,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,3940206,-1,69,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,8025036,1,20,Male,11th grade,2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Unmarried partner present,Employed,21750,1,Full time,30,Sunday,Diary day was not a holiday
2.01701E+13,6129125,-1,80,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,798949.2,-1,71,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,6789493,7,42,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,288461,3,Part time,60,Friday,Diary day was not a holiday
2.01701E+13,6265052,-1,54,Female,Associate degree - academic program,1,Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Tuesday,Diary day was not a holiday
2.01701E+13,1702030,-1,76,Male,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,7020061,3,28,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,153846,3,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,2692352,-1,50,Female,"Bachelor's degree (BA, AB, BS, etc.)",2,Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,182692,0,Blank,65,Saturday,Diary day was not a holiday
2.01701E+13,2183660,3,42,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,3,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,5878373,7,16,Male,10th grade,1,Non-Hispanic,Non-metropolitan,Unemployed - looking,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6453089,5,43,Male,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288461,2,Blank,50,Wednesday,Diary day was not a holiday
2.01701E+13,8729371,-1,35,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,100000,0,Blank,55,Saturday,Diary day was not a holiday
2.01701E+13,1.46E+07,15,49,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288461,1,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,2014046,-1,65,Male,"1st, 2nd, 3rd, or 4th grade",1,Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.17E+07,15,15,Female,9th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,8427992,14,16,Female,9th grade,1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6452953,-1,49,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,2300681,3,41,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,40463,1,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,7457310,-1,39,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,3372454,-1,60,Male,Associate degree - occupational/vocational,1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,40000,0,Blank,40,Sunday,Diary day was not a holiday
